COU,Country,Year,Life Expectancy at Birth,Population
CHE,Switzerland,1973,74.1,6307348
CHE,Switzerland,1974,74.4,6341406
CHE,Switzerland,1975,74.8,6338632
CHE,Switzerland,1976,74.9,6302505
CHE,Switzerland,1977,75.4,6281175
CHE,Switzerland,1978,75.4,6281737
CHE,Switzerland,1979,75.7,6294364
CHE,Switzerland,1980,75.7,6319409
CHE,Switzerland,1981,75.9,6354073
CHE,Switzerland,1982,76.2,6391309
CHE,Switzerland,1983,76.2,6418774
CHE,Switzerland,1984,76.9,6441865
CHE,Switzerland,1985,77,6470366
CHE,Switzerland,1986,77.1,6504125
CHE,Switzerland,1987,77.5,6545107
CHE,Switzerland,1988,77.5,6593387
CHE,Switzerland,1989,77.7,6646912
CHE,Switzerland,1990,77.5,6712273
CHE,Switzerland,1991,77.8,6799979
CHE,Switzerland,1992,78.1,6875364
CHE,Switzerland,1993,78.4,6938265
CHE,Switzerland,1994,78.6,6993795
CHE,Switzerland,1995,78.7,7040687
CHE,Switzerland,1996,79.1,7071851
CHE,Switzerland,1997,79.3,7088906
CHE,Switzerland,1998,79.6,7110002
CHE,Switzerland,1999,79.8,7143991
CHE,Switzerland,2000,79.9,7184250
CHE,Switzerland,2001,80.4,7226647
CHE,Switzerland,2002,80.6,7284754
CHE,Switzerland,2003,80.6,7339002
CHE,Switzerland,2004,81.2,7389626
CHE,Switzerland,2005,81.4,7437116
CHE,Switzerland,2006,81.7,7483935
CHE,Switzerland,2007,82,7551117
CHE,Switzerland,2008,82.2,7647676
CHE,Switzerland,2009,82.3,7743832
CHE,Switzerland,2010,82.6,7824910
CHE,Switzerland,2011,82.8,7912396
CHE,Switzerland,2012,82.8,7996861
CHE,Switzerland,2013,82.9,8089346
CHE,Switzerland,2014,83.3,8188646
CHE,Switzerland,2015,83,8282398
CHE,Switzerland,2016,83.7,8373334
CHE,Switzerland,2017,83.6,8451834
CHE,Switzerland,2018,83.8,8513227
TUR,Turkey,1964,51,30391000
TUR,Turkey,1965,51.6,31149000
TUR,Turkey,1966,52.2,31936000
TUR,Turkey,1967,52.9,32750000
TUR,Turkey,1968,53.4,33586000
TUR,Turkey,1969,53.8,34443000
TUR,Turkey,1970,54.2,35321000
TUR,Turkey,1971,54.6,36215000
TUR,Turkey,1972,55,37133000
TUR,Turkey,1973,55.4,38073000
TUR,Turkey,1974,55.7,39037000
TUR,Turkey,1975,56.1,40026000
TUR,Turkey,1976,56.5,40916000
TUR,Turkey,1977,56.9,41769000
TUR,Turkey,1978,57.3,42641000
TUR,Turkey,1979,57.7,43531000
TUR,Turkey,1980,58.1,44439000
TUR,Turkey,1981,58.5,45540000
TUR,Turkey,1982,58.9,46688000
TUR,Turkey,1983,59.7,47864000
TUR,Turkey,1984,60.9,49070000
TUR,Turkey,1985,62.1,50307000
TUR,Turkey,1986,63.2,51480000
TUR,Turkey,1987,64.4,52370000
TUR,Turkey,1988,65.2,53268000
TUR,Turkey,1989,65.7,54192000
TUR,Turkey,1990,67.5,55120000
TUR,Turkey,1991,67.8,56055000
TUR,Turkey,1992,68.2,56986000
TUR,Turkey,1993,68.5,57913000
TUR,Turkey,1994,68.9,58837000
TUR,Turkey,1995,69.3,59756000
TUR,Turkey,1996,69.7,60671000
TUR,Turkey,1997,70.1,61582000
TUR,Turkey,1998,70.3,62464000
TUR,Turkey,1999,70.7,63364000
TUR,Turkey,2000,71.1,64268751
TUR,Turkey,2001,71.5,65166331
TUR,Turkey,2002,71.9,66002506
TUR,Turkey,2003,72.3,66794551
TUR,Turkey,2004,72.7,67598736
TUR,Turkey,2005,73.1,68435380
TUR,Turkey,2006,73.4,69295253
TUR,Turkey,2007,73.7,70158112
TUR,Turkey,2008,73.9,71051689
TUR,Turkey,2009,74.1,72039215
TUR,Turkey,2010,74.3,73142162
TUR,Turkey,2011,74.6,74223642
TUR,Turkey,2012,74.6,75175836
TUR,Turkey,2013,78,76147634
TUR,Turkey,2014,78,77181894
TUR,Turkey,2015,78,78218488
TUR,Turkey,2016,78,79277971
TUR,Turkey,2017,78.1,80312708
TUR,Turkey,2018,78.3,81407211
GBR,United Kingdom,1964,71,54065700
GBR,United Kingdom,1965,71,54435700
GBR,United Kingdom,1966,71,54654100
GBR,United Kingdom,1967,71,54978400
GBR,United Kingdom,1968,71,55282500
GBR,United Kingdom,1969,71,55534000
GBR,United Kingdom,1970,71.9,55710700
GBR,United Kingdom,1971,71.9,55928013
GBR,United Kingdom,1972,72,56096677
GBR,United Kingdom,1973,72,56222893
GBR,United Kingdom,1974,72,56235642
GBR,United Kingdom,1975,72,56225718
GBR,United Kingdom,1976,72.5,56216121
GBR,United Kingdom,1977,72.5,56189910
GBR,United Kingdom,1978,72.5,56178025
GBR,United Kingdom,1979,72.5,56240053
GBR,United Kingdom,1980,73.2,56329673
GBR,United Kingdom,1981,73.8,56357464
GBR,United Kingdom,1982,74.1,56290711
GBR,United Kingdom,1983,74.3,56315677
GBR,United Kingdom,1984,74.5,56409327
GBR,United Kingdom,1985,74.7,56553955
GBR,United Kingdom,1986,74.8,56683835
GBR,United Kingdom,1987,75.2,56803958
GBR,United Kingdom,1988,75.3,56916448
GBR,United Kingdom,1989,75.4,57076451
GBR,United Kingdom,1990,75.7,57237493
GBR,United Kingdom,1991,75.9,57438658
GBR,United Kingdom,1992,76.3,57584530
GBR,United Kingdom,1993,76.2,57713889
GBR,United Kingdom,1994,76.8,57862145
GBR,United Kingdom,1995,76.7,58024799
GBR,United Kingdom,1996,76.9,58164374
GBR,United Kingdom,1997,77.2,58314249
GBR,United Kingdom,1998,77.3,58474943
GBR,United Kingdom,1999,77.5,58684427
GBR,United Kingdom,2000,77.9,58886065
GBR,United Kingdom,2001,78.2,59113016
GBR,United Kingdom,2002,78.3,59365677
GBR,United Kingdom,2003,78.4,59636662
GBR,United Kingdom,2004,79,59950364
GBR,United Kingdom,2005,79.2,60413276
GBR,United Kingdom,2006,79.5,60827067
GBR,United Kingdom,2007,79.7,61319075
GBR,United Kingdom,2008,79.8,61823772
GBR,United Kingdom,2009,80.4,62260486
GBR,United Kingdom,2010,80.6,62759456
GBR,United Kingdom,2011,81,63285145
GBR,United Kingdom,2012,81,63705030
GBR,United Kingdom,2013,81.1,64105654
GBR,United Kingdom,2014,81.4,64596752
GBR,United Kingdom,2015,81,65110034
GBR,United Kingdom,2016,81.2,65648054
GBR,United Kingdom,2017,81.3,66040229
GBR,United Kingdom,2018,81.3,66435550
USA,United States,1964,70.3,191888791
USA,United States,1965,70.3,194302963
USA,United States,1966,70.3,196560338
USA,United States,1967,70.7,198712056
USA,United States,1968,70.4,200706052
USA,United States,1969,70.6,202676946
USA,United States,1970,70.9,205052174
USA,United States,1971,71.2,207660677
USA,United States,1972,71.3,209896021
USA,United States,1973,71.5,211908788
USA,United States,1974,72.1,213853928
USA,United States,1975,72.7,215973199
USA,United States,1976,73,218035164
USA,United States,1977,73.4,220239425
USA,United States,1978,73.5,222584545
USA,United States,1979,73.9,225055487
USA,United States,1980,73.7,227224681
USA,United States,1981,74.1,229465714
USA,United States,1982,74.5,231664458
USA,United States,1983,74.6,233791994
USA,United States,1984,74.7,235824902
USA,United States,1985,74.7,237923795
USA,United States,1986,74.7,240132887
USA,United States,1987,74.9,242288918
USA,United States,1988,74.9,244498982
USA,United States,1989,75.1,246819230
USA,United States,1990,75.3,249622814
USA,United States,1991,75.5,252980941
USA,United States,1992,75.7,256514224
USA,United States,1993,75.5,259918588
USA,United States,1994,75.7,263125821
USA,United States,1995,75.7,266278393
USA,United States,1996,76.1,269394284
USA,United States,1997,76.5,272646925
USA,United States,1998,76.7,275854104
USA,United States,1999,76.7,279040168
USA,United States,2000,76.7,282162411
USA,United States,2001,76.9,284968955
USA,United States,2002,77,287625193
USA,United States,2003,77.1,290107933
USA,United States,2004,77.6,292805298
USA,United States,2005,77.6,295516599
USA,United States,2006,77.8,298379912
USA,United States,2007,78.1,301231207
USA,United States,2008,78.1,304093966
USA,United States,2009,78.5,306771529
USA,United States,2010,78.6,309326085
USA,United States,2011,78.7,311580009
USA,United States,2012,78.8,313874218
USA,United States,2013,78.8,316057727
USA,United States,2014,78.9,318386421
USA,United States,2015,78.7,320742673
USA,United States,2016,78.7,323071342
USA,United States,2017,78.6,325147121
USA,United States,2018,78.7,327167434
,Argentina,1964,,21949246
,Argentina,1965,,22283102
,Argentina,1966,,22611643
,Argentina,1967,,22934338
,Argentina,1968,,23260684
,Argentina,1969,,23600177
,Argentina,1970,,23962314
,Argentina,1971,,24354307
,Argentina,1972,,24769829
,Argentina,1973,,25198050
,Argentina,1974,,25628164
,Argentina,1975,,26049353
,Argentina,1976,,26458241
,Argentina,1977,,26862054
,Argentina,1978,,27265831
,Argentina,1979,,27674632
,Argentina,1980,,28093507
,Argentina,1981,,28524120
,Argentina,1982,,28963109
,Argentina,1983,,29407972
,Argentina,1984,,29856213
,Argentina,1985,,30305336
,Argentina,1986,,30757601
,Argentina,1987,,31214665
,Argentina,1988,,31673154
,Argentina,1989,,32129676
,Argentina,1990,,32580854
,Argentina,1991,,33028546
,Argentina,1992,,33475005
,Argentina,1993,,33917440
,Argentina,1994,,34353066
,Argentina,1995,,34779096
,Argentina,1996,,35195575
,Argentina,1997,,35604362
,Argentina,1998,,36005387
,Argentina,1999,,36398577
,Argentina,2000,,36783859
,Argentina,2001,,37156654
,Argentina,2002,,37537783
,Argentina,2003,,37927463
,Argentina,2004,,38325927
,Argentina,2005,,38733406
,Argentina,2006,,39127239
,Argentina,2007,,39529440
,Argentina,2008,,39940234
,Argentina,2009,,40359828
,Argentina,2010,,40788453
,Argentina,2011,,41261490
,Argentina,2012,,41733271
,Argentina,2013,,42202935
,Argentina,2014,,42669500
,Argentina,2015,,43131966
,Argentina,2016,,43590368
,Argentina,2017,,44044811
,Argentina,2018,,44494502
BRA,Brazil,1964,56.2,81168654
BRA,Brazil,1965,56.7,83498020
BRA,Brazil,1966,57.1,85837799
BRA,Brazil,1967,57.6,88191378
BRA,Brazil,1968,58.1,90557064
BRA,Brazil,1969,58.5,92935072
BRA,Brazil,1970,59,95326793
BRA,Brazil,1971,59.4,97728961
BRA,Brazil,1972,59.8,100143598
BRA,Brazil,1973,60.2,102584278
BRA,Brazil,1974,60.6,105069367
BRA,Brazil,1975,60.9,107612100
BRA,Brazil,1976,61.3,110213082
BRA,Brazil,1977,61.7,112867867
BRA,Brazil,1978,62,115577669
BRA,Brazil,1979,62.4,118342626
BRA,Brazil,1980,62.7,122081510
BRA,Brazil,1981,63.1,124807167
BRA,Brazil,1982,63.4,127604588
BRA,Brazil,1983,63.8,130434274
BRA,Brazil,1984,64.1,133238189
BRA,Brazil,1985,64.5,135979454
BRA,Brazil,1986,64.9,138662472
BRA,Brazil,1987,65.3,141282564
BRA,Brazil,1988,65.7,143851505
BRA,Brazil,1989,66,146393753
BRA,Brazil,1990,66.4,148935328
BRA,Brazil,1991,66.8,151467861
BRA,Brazil,1992,67.2,153973883
BRA,Brazil,1993,67.6,156454116
BRA,Brazil,1994,68,158910651
BRA,Brazil,1995,68.4,161345581
BRA,Brazil,1996,68.8,163767821
BRA,Brazil,1997,69.2,166187066
BRA,Brazil,1998,69.5,168606400
BRA,Brazil,1999,69.9,171029011
BRA,Brazil,2000,70.2,173765726
BRA,Brazil,2001,70.6,176208646
BRA,Brazil,2002,70.9,178499255
BRA,Brazil,2003,71.3,180708344
BRA,Brazil,2004,71.6,182865043
BRA,Brazil,2005,72,184991143
BRA,Brazil,2006,72.3,187061610
BRA,Brazil,2007,72.7,189038268
BRA,Brazil,2008,73,191010274
BRA,Brazil,2009,73.4,192980905
BRA,Brazil,2010,73.7,194890682
BRA,Brazil,2011,74,196603732
BRA,Brazil,2012,74.2,198314934
BRA,Brazil,2013,74.5,200004188
BRA,Brazil,2014,74.8,201717541
BRA,Brazil,2015,75,203475683
BRA,Brazil,2016,75.3,205156587
BRA,Brazil,2017,75.5,206804741
BRA,Brazil,2018,75.7,208494900
,Bulgaria,1964,,8144340
,Bulgaria,1965,,8204168
,Bulgaria,1966,,8258057
,Bulgaria,1967,,8310226
,Bulgaria,1968,,8369603
,Bulgaria,1969,,8434172
,Bulgaria,1970,,8489574
,Bulgaria,1971,,8536395
,Bulgaria,1972,,8576200
,Bulgaria,1973,,8620967
,Bulgaria,1974,,8678745
,Bulgaria,1975,,8720742
,Bulgaria,1976,,8758599
,Bulgaria,1977,,8804183
,Bulgaria,1978,,8814032
,Bulgaria,1979,,8825940
,Bulgaria,1980,,8861535
,Bulgaria,1981,,8891117
,Bulgaria,1982,,8917457
,Bulgaria,1983,,8939738
,Bulgaria,1984,,8960679
,Bulgaria,1985,,8960547
,Bulgaria,1986,,8958171
,Bulgaria,1987,,8971359
,Bulgaria,1988,,8981446
,Bulgaria,1989,,8876972
,Bulgaria,1990,,8718289
,Bulgaria,1991,,8632367
,Bulgaria,1992,,8540164
,Bulgaria,1993,,8472313
,Bulgaria,1994,,8443591
,Bulgaria,1995,,8406067
,Bulgaria,1996,,8362826
,Bulgaria,1997,,8312068
,Bulgaria,1998,,8256786
,Bulgaria,1999,,8210624
,Bulgaria,2000,,8170172
,Bulgaria,2001,,8009142
,Bulgaria,2002,,7837161
,Bulgaria,2003,,7775327
,Bulgaria,2004,,7716860
,Bulgaria,2005,,7658972
,Bulgaria,2006,,7601022
,Bulgaria,2007,,7545338
,Bulgaria,2008,,7492561
,Bulgaria,2009,,7444443
,Bulgaria,2010,,7395599
,Bulgaria,2011,,7348328
,Bulgaria,2012,,7305888
,Bulgaria,2013,,7265115
,Bulgaria,2014,,7223938
,Bulgaria,2015,,7177991
,Bulgaria,2016,,7127822
,Bulgaria,2017,,7075947
,Bulgaria,2018,,7025037
CHL,Chile,1964,59,8445953
CHL,Chile,1965,59.5,8646622
CHL,Chile,1966,60,8831223
CHL,Chile,1967,60.6,9015825
CHL,Chile,1968,61.1,9200427
CHL,Chile,1969,61.7,9385028
CHL,Chile,1970,62.3,9569631
CHL,Chile,1971,63,9738347
CHL,Chile,1972,63.6,9907065
CHL,Chile,1973,64.3,10075782
CHL,Chile,1974,65,10244501
CHL,Chile,1975,65.7,10413219
CHL,Chile,1976,66.4,10565409
CHL,Chile,1977,67.1,10717600
CHL,Chile,1978,67.8,10869791
CHL,Chile,1979,68.4,11021982
CHL,Chile,1980,69.1,11174173
CHL,Chile,1981,69.7,11359773
CHL,Chile,1982,70,11545372
CHL,Chile,1983,70.4,11730972
CHL,Chile,1984,70.9,11916572
CHL,Chile,1985,71.3,12102174
CHL,Chile,1986,71.7,12317494
CHL,Chile,1987,72.1,12532815
CHL,Chile,1988,72.5,12748135
CHL,Chile,1989,73,12963457
CHL,Chile,1990,73.4,13178782
CHL,Chile,1991,73.8,13422010
CHL,Chile,1992,74.2,13737062
CHL,Chile,1993,74.5,13956766
CHL,Chile,1994,74.8,14171821
CHL,Chile,1995,75,14381249
CHL,Chile,1996,75.3,14584947
CHL,Chile,1997,75.6,14782706
CHL,Chile,1998,75.9,14974898
CHL,Chile,1999,76.2,15162353
CHL,Chile,2000,76.4,15343326
CHL,Chile,2001,76.7,15520049
CHL,Chile,2002,77,15691701
CHL,Chile,2003,77.2,15856977
CHL,Chile,2004,77.4,16022133
CHL,Chile,2005,77.7,16183489
CHL,Chile,2006,77.9,16347890
CHL,Chile,2007,78.1,16517933
CHL,Chile,2008,78.3,16697754
CHL,Chile,2009,78.6,16881078
CHL,Chile,2010,78.8,17063927
CHL,Chile,2011,79,17254159
CHL,Chile,2012,79.2,17443491
CHL,Chile,2013,79.4,17611902
CHL,Chile,2014,79.6,17787617
CHL,Chile,2015,79.8,17971423
CHL,Chile,2016,80,18167147
CHL,Chile,2017,80.2,18419192
CHL,Chile,2018,80.4,18751405
CHN,China (People's Republic of),1964,47.7,706460953
CHN,China (People's Republic of),1965,49.6,722562183
CHN,China (People's Republic of),1966,51.7,740745642
CHN,China (People's Republic of),1967,53.9,760771063
CHN,China (People's Republic of),1968,55.9,782008729
CHN,China (People's Republic of),1969,57.6,803577221
CHN,China (People's Republic of),1970,59.1,824788457
CHN,China (People's Republic of),1971,60.3,845481578
CHN,China (People's Republic of),1972,61.4,865686530
CHN,China (People's Republic of),1973,62.3,885145933
CHN,China (People's Republic of),1974,63.1,903613538
CHN,China (People's Republic of),1975,63.9,920945083
CHN,China (People's Republic of),1976,64.6,937018252
CHN,China (People's Republic of),1977,65.3,951927444
CHN,China (People's Republic of),1978,65.9,966039822
CHN,China (People's Republic of),1979,66.4,979880619
CHN,China (People's Republic of),1980,66.9,993877310
CHN,China (People's Republic of),1981,67.3,1008000152
CHN,China (People's Republic of),1982,67.7,1022253396
CHN,China (People's Republic of),1983,68,1037123834
CHN,China (People's Republic of),1984,68.3,1053210735
CHN,China (People's Republic of),1985,68.5,1070863389
CHN,China (People's Republic of),1986,68.7,1090348056
CHN,China (People's Republic of),1987,68.9,1111341725
CHN,China (People's Republic of),1988,69,1132866344
CHN,China (People's Republic of),1989,69.1,1153565894
CHN,China (People's Republic of),1990,69.2,1172445200
CHN,China (People's Republic of),1991,69.3,1189183522
CHN,China (People's Republic of),1992,69.5,1204003901
CHN,China (People's Republic of),1993,69.6,1217129133
CHN,China (People's Republic of),1994,69.8,1228991932
CHN,China (People's Republic of),1995,70,1239940004
CHN,China (People's Republic of),1996,70.3,1249981441
CHN,China (People's Republic of),1997,70.6,1259066974
CHN,China (People's Republic of),1998,70.9,1267441503
CHN,China (People's Republic of),1999,71.2,1275406699
CHN,China (People's Republic of),2000,71.5,1283198970
CHN,China (People's Republic of),2001,71.8,1290937649
CHN,China (People's Republic of),2002,72.2,1298646577
CHN,China (People's Republic of),2003,72.5,1306343911
CHN,China (People's Republic of),2004,72.8,1314007478
CHN,China (People's Republic of),2005,73.1,1321623490
CHN,China (People's Republic of),2006,73.4,1329209094
CHN,China (People's Republic of),2007,73.6,1336800506
CHN,China (People's Republic of),2008,73.9,1344415227
CHN,China (People's Republic of),2009,74.2,1352068091
CHN,China (People's Republic of),2010,74.5,1359755102
CHN,China (People's Republic of),2011,74.8,1367480264
CHN,China (People's Republic of),2012,75.1,1375198619
CHN,China (People's Republic of),2013,75.4,1382793212
CHN,China (People's Republic of),2014,75.7,1390110388
CHN,China (People's Republic of),2015,76,1397028553
CHN,China (People's Republic of),2016,76.3,1403500365
CHN,China (People's Republic of),2017,76.6,1409517397
CHN,China (People's Republic of),2018,76.8,1415045928
COL,Colombia,1964,57,18581974
COL,Colombia,1965,57.4,19144223
COL,Colombia,1966,57.8,19721462
COL,Colombia,1967,58.3,20311371
COL,Colombia,1968,58.7,20905059
COL,Colombia,1969,59.1,21490945
COL,Colombia,1970,59.6,22061215
COL,Colombia,1971,60,22611986
COL,Colombia,1972,60.4,23146803
COL,Colombia,1973,60.8,23674504
COL,Colombia,1974,61.2,24208021
COL,Colombia,1975,61.5,24756973
COL,Colombia,1976,62.1,25323406
COL,Colombia,1977,62.6,25905127
COL,Colombia,1978,63.1,26502166
COL,Colombia,1979,63.6,27113512
COL,Colombia,1980,64,27737900
COL,Colombia,1981,64.5,28375991
COL,Colombia,1982,65,29027162
COL,Colombia,1983,65.5,29687094
COL,Colombia,1984,66,30350086
COL,Colombia,1985,66.4,30802221
COL,Colombia,1986,66.6,31439997
COL,Colombia,1987,66.8,32096973
COL,Colombia,1988,67,32767110
COL,Colombia,1989,67.1,33446912
COL,Colombia,1990,67.3,34130022
COL,Colombia,1991,67.4,34830570
COL,Colombia,1992,67.5,35520940
COL,Colombia,1993,67.6,36207108
COL,Colombia,1994,68.2,36853905
COL,Colombia,1995,68.7,37472184
COL,Colombia,1996,69.2,38068050
COL,Colombia,1997,69.7,38635691
COL,Colombia,1998,70.1,39184456
COL,Colombia,1999,70.6,39730798
COL,Colombia,2000,71,40295563
COL,Colombia,2001,71.5,40813541
COL,Colombia,2002,71.9,41328824
COL,Colombia,2003,72.3,41848959
COL,Colombia,2004,72.7,42368489
COL,Colombia,2005,73.1,42888592
COL,Colombia,2006,73.3,43405956
COL,Colombia,2007,73.6,43926929
COL,Colombia,2008,73.9,44451147
COL,Colombia,2009,74.1,44978832
COL,Colombia,2010,74.3,45509584
COL,Colombia,2011,74.6,46044601
COL,Colombia,2012,74.8,46581823
COL,Colombia,2013,75.1,47121089
COL,Colombia,2014,75.3,47661787
COL,Colombia,2015,75.5,48203405
COL,Colombia,2016,75.8,48747708
COL,Colombia,2017,76,49291609
COL,Colombia,2018,76.5,49834240
CRI,Costa Rica,1964,63.3,1455625
CRI,Costa Rica,1965,63.9,1507565
CRI,Costa Rica,1966,64.5,1559922
CRI,Costa Rica,1967,65,1612363
CRI,Costa Rica,1968,65.5,1664202
CRI,Costa Rica,1969,66,1715441
CRI,Costa Rica,1970,66.5,1763665
CRI,Costa Rica,1971,67,1812029
CRI,Costa Rica,1972,67.5,1860528
CRI,Costa Rica,1973,68.1,1909614
CRI,Costa Rica,1974,68.6,1959976
CRI,Costa Rica,1975,69.2,2009819
CRI,Costa Rica,1976,69.8,2063320
CRI,Costa Rica,1977,70.4,2117790
CRI,Costa Rica,1978,71,2177452
CRI,Costa Rica,1979,71.6,2239890
CRI,Costa Rica,1980,72.2,2304094
CRI,Costa Rica,1981,72.8,2370060
CRI,Costa Rica,1982,73.3,2437231
CRI,Costa Rica,1983,73.8,2505453
CRI,Costa Rica,1984,74.2,2573769
CRI,Costa Rica,1985,74.5,2646142
CRI,Costa Rica,1986,74.8,2726063
CRI,Costa Rica,1987,75.1,2804079
CRI,Costa Rica,1988,75.3,2878888
CRI,Costa Rica,1989,75.5,2955335
CRI,Costa Rica,1990,75.7,3029336
CRI,Costa Rica,1991,75.9,3101536
CRI,Costa Rica,1992,76.1,3170537
CRI,Costa Rica,1993,76.3,3239868
CRI,Costa Rica,1994,76.4,3334223
CRI,Costa Rica,1995,76.6,3428278
CRI,Costa Rica,1996,76.8,3520866
CRI,Costa Rica,1997,77,3611224
CRI,Costa Rica,1998,77.2,3699939
CRI,Costa Rica,1999,77.3,3786841
CRI,Costa Rica,2000,77.5,3872349
CRI,Costa Rica,2001,77.6,3953393
CRI,Costa Rica,2002,77.8,4022431
CRI,Costa Rica,2003,77.9,4086405
CRI,Costa Rica,2004,78,4151823
CRI,Costa Rica,2005,78.1,4215248
CRI,Costa Rica,2006,78.3,4278656
CRI,Costa Rica,2007,78.4,4340390
CRI,Costa Rica,2008,78.5,4404090
CRI,Costa Rica,2009,78.7,4469337
CRI,Costa Rica,2010,78.8,4533894
CRI,Costa Rica,2011,79.1,4592149
CRI,Costa Rica,2012,79.4,4652459
CRI,Costa Rica,2013,79.6,4713168
CRI,Costa Rica,2014,79.8,4773130
CRI,Costa Rica,2015,79.9,4832234
CRI,Costa Rica,2016,80.1,4890379
CRI,Costa Rica,2017,80.2,4947490
CRI,Costa Rica,2018,80.4,5003402
,Croatia,1964,,4304984
,Croatia,1965,,4328920
,Croatia,1966,,4350815
,Croatia,1967,,4370856
,Croatia,1968,,4389321
,Croatia,1969,,4406607
,Croatia,1970,,4423073
,Croatia,1971,,4438818
,Croatia,1972,,4453985
,Croatia,1973,,4469035
,Croatia,1974,,4484521
,Croatia,1975,,4500868
,Croatia,1976,,4518103
,Croatia,1977,,4536198
,Croatia,1978,,4555413
,Croatia,1979,,4576030
,Croatia,1980,,4598126
,Croatia,1981,,4621418
,Croatia,1982,,4645409
,Croatia,1983,,4669614
,Croatia,1984,,4693432
,Croatia,1985,,4716117
,Croatia,1986,,4737949
,Croatia,1987,,4758152
,Croatia,1988,,4773683
,Croatia,1989,,4780627
,Croatia,1990,,4776374
,Croatia,1991,,4760003
,Croatia,1992,,4732864
,Croatia,1993,,4697536
,Croatia,1994,,4657799
,Croatia,1995,,4616762
,Croatia,1996,,4574853
,Croatia,1997,,4532298
,Croatia,1998,,4491742
,Croatia,1999,,4456298
,Croatia,2000,,4428069
,Croatia,2001,,4300450
,Croatia,2002,,4305443
,Croatia,2003,,4305553
,Croatia,2004,,4308296
,Croatia,2005,,4311674
,Croatia,2006,,4313016
,Croatia,2007,,4312751
,Croatia,2008,,4310884
,Croatia,2009,,4306315
,Croatia,2010,,4296353
,Croatia,2011,,4282913
,Croatia,2012,,4269063
,Croatia,2013,,4254469
,Croatia,2014,,4238389
,Croatia,2015,,4203604
,Croatia,2016,,4174349
,Croatia,2017,,4124531
,Croatia,2018,,4080666
,Cyprus,1964,,578627
,Cyprus,1965,,580966
,Cyprus,1966,,585308
,Cyprus,1967,,591308
,Cyprus,1968,,598493
,Cyprus,1969,,606113
,Cyprus,1970,,613621
,Cyprus,1971,,620859
,Cyprus,1972,,628002
,Cyprus,1973,,635111
,Cyprus,1974,,642339
,Cyprus,1975,,649755
,Cyprus,1976,,657534
,Cyprus,1977,,665528
,Cyprus,1978,,673251
,Cyprus,1979,,680011
,Cyprus,1980,,685406
,Cyprus,1981,,689173
,Cyprus,1982,,523734
,Cyprus,1983,,528071
,Cyprus,1984,,534958
,Cyprus,1985,,541502
,Cyprus,1986,,547747
,Cyprus,1987,,553736
,Cyprus,1988,,559639
,Cyprus,1989,,567674
,Cyprus,1990,,579898
,Cyprus,1991,,595105
,Cyprus,1992,,611151
,Cyprus,1993,,626087
,Cyprus,1994,,639170
,Cyprus,1995,,650860
,Cyprus,1996,,661326
,Cyprus,1997,,670764
,Cyprus,1998,,679042
,Cyprus,1999,,686675
,Cyprus,2000,,694020
,Cyprus,2001,,701537
,Cyprus,2002,,709631
,Cyprus,2003,,718305
,Cyprus,2004,,727977
,Cyprus,2005,,738541
,Cyprus,2006,,750964
,Cyprus,2007,,767128
,Cyprus,2008,,786630
,Cyprus,2009,,808038
,Cyprus,2010,,829444
,Cyprus,2011,,850882
,Cyprus,2012,,863945
,Cyprus,2013,,861938
,Cyprus,2014,,852511
,Cyprus,2015,,847662
,Cyprus,2016,,851559
,Cyprus,2017,,859520
,Cyprus,2018,,869006
EST,Estonia,1964,70.3,1275437
EST,Estonia,1965,70.3,1290396
EST,Estonia,1966,70.4,1304987
EST,Estonia,1967,70.6,1319245
EST,Estonia,1968,70.2,1333176
EST,Estonia,1969,69.9,1346818
EST,Estonia,1970,70,1360076
EST,Estonia,1971,70.3,1376955
EST,Estonia,1972,70.1,1392518
EST,Estonia,1973,70.4,1405951
EST,Estonia,1974,70.5,1418169
EST,Estonia,1975,69.9,1429352
EST,Estonia,1976,69.5,1439576
EST,Estonia,1977,69.6,1450211
EST,Estonia,1978,69.4,1460188
EST,Estonia,1979,69.2,1468333
EST,Estonia,1980,69.3,1477219
EST,Estonia,1981,69.1,1487666
EST,Estonia,1982,69.7,1498414
EST,Estonia,1983,69.6,1508745
EST,Estonia,1984,69.5,1518617
EST,Estonia,1985,69.6,1528781
EST,Estonia,1986,70.7,1540190
EST,Estonia,1987,70.7,1552221
EST,Estonia,1988,70.8,1561900
EST,Estonia,1989,70.3,1568131
EST,Estonia,1990,69.8,1569174
EST,Estonia,1991,69.7,1561314
EST,Estonia,1992,69.1,1533091
EST,Estonia,1993,68.2,1494128
EST,Estonia,1994,66.8,1462514
EST,Estonia,1995,67.9,1436634
EST,Estonia,1996,69.9,1415594
EST,Estonia,1997,70.1,1399535
EST,Estonia,1998,69.7,1386156
EST,Estonia,1999,70.6,1375654
EST,Estonia,2000,71,1396985
EST,Estonia,2001,70.9,1388115
EST,Estonia,2002,71.4,1379350
EST,Estonia,2003,71.8,1370720
EST,Estonia,2004,72.4,1362550
EST,Estonia,2005,72.9,1354775
EST,Estonia,2006,73.1,1346810
EST,Estonia,2007,73.2,1340680
EST,Estonia,2008,74.2,1337090
EST,Estonia,2009,75.2,1334515
EST,Estonia,2010,75.9,1331475
EST,Estonia,2011,76.4,1327439
EST,Estonia,2012,76.5,1322696
