"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1973","1973",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1974","1974",6.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1975","1975",6.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1976","1976",6.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1977","1977",6.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1978","1978",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1979","1979",6.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1980","1980",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1981","1981",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1982","1982",6.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1983","1983",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1984","1984",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1985","1985",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1986","1986",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1987","1987",5.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1988","1988",6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1989","1989",5.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1990","1990",5.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1991","1991",5.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1992","1992",5.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1993","1993",5.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1994","1994",5.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1995","1995",5.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1996","1996",5.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1997","1997",5.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1998","1998",5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1999","1999",4.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2000","2000",4.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2001","2001",4.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2002","2002",4.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2003","2003",4.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2004","2004",4.3,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2005","2005",4.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2006","2006",4.2,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2007","2007",4.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2008","2008",4.1,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2009","2009",3.9,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2010","2010",3.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2011","2011",3.8,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2012","2012",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2013","2013",3.7,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2014","2014",3.6,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2015","2015",3.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2016","2016",3.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2017","2017",3.4,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2018","2018",3.5,,
"EVIEFE00","Females at birth","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2019","2019",3.6,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1964","1964",4.6,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1965","1965",4.8,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1966","1966",4.8,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1967","1967",4.8,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1968","1968",4.9,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1969","1969",5,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1970","1970",5,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1971","1971",5.1,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1972","1972",5.1,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1973","1973",5.1,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1974","1974",5.2,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1975","1975",5.2,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1976","1976",5.2,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1977","1977",5.3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1978","1978",5.2,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1979","1979",5.2,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1980","1980",5.1,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1981","1981",5.1,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1982","1982",5.1,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1983","1983",5.1,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1984","1984",5,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1985","1985",5,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1986","1986",4.9,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1987","1987",4.8,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1988","1988",4.8,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1989","1989",4.7,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1990","1990",4.7,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1991","1991",4.6,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1992","1992",4.5,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1993","1993",4.5,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1994","1994",4.5,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1995","1995",4.3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1996","1996",4.3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1997","1997",4.3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1998","1998",4.2,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1999","1999",4.1,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2000","2000",4,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2001","2001",3.9,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2002","2002",3.8,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2003","2003",3.7,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2004","2004",3.6,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2005","2005",3.5,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2006","2006",3.4,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2007","2007",3.4,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2008","2008",3.3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2009","2009",3.2,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2010","2010",3.3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2011","2011",3.2,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2012","2012",3.1,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2013","2013",3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2014","2014",3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2015","2015",2.9,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2016","2016",2.9,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2017","2017",3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2018","2018",3,,
"EVIEFE40","Females at age 40","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2019","2019",3.1,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1964","1964",3.7,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1965","1965",3.7,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1966","1966",3.9,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1967","1967",3.9,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1968","1968",4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1969","1969",4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1970","1970",4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1971","1971",4.1,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1972","1972",4.1,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1973","1973",4.1,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1974","1974",4.3,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1975","1975",4.3,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1976","1976",4.3,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1977","1977",4.3,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1978","1978",4.4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1979","1979",4.4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1980","1980",4.4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1981","1981",4.4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1982","1982",4.4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1983","1983",4.4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1984","1984",4.3,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1985","1985",4.3,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1986","1986",4.2,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1987","1987",4.2,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1988","1988",4.1,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1989","1989",4.1,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1990","1990",4.1,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1991","1991",4.1,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1992","1992",4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1993","1993",4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1994","1994",4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1995","1995",3.9,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1996","1996",3.8,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1997","1997",3.8,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1998","1998",3.7,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1999","1999",3.6,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2000","2000",3.6,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2001","2001",3.5,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2002","2002",3.3,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2003","2003",3.3,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2004","2004",3.2,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2005","2005",3,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2006","2006",2.9,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2007","2007",2.9,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2008","2008",2.8,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2009","2009",2.8,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2010","2010",2.7,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2011","2011",2.7,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2012","2012",2.7,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2013","2013",2.7,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2014","2014",2.6,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2015","2015",2.5,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2016","2016",2.4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2017","2017",2.4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2018","2018",2.4,,
"EVIEFE60","Females at age 60","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2019","2019",2.5,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1964","1964",3.1,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1965","1965",3.1,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1966","1966",3.2,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1967","1967",3.2,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1968","1968",3.3,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1969","1969",3.3,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1970","1970",3.3,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1971","1971",3.3,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1972","1972",3.5,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1973","1973",3.5,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1974","1974",3.6,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1975","1975",3.7,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1976","1976",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1977","1977",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1978","1978",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1979","1979",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1980","1980",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1981","1981",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1982","1982",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1983","1983",3.9,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1984","1984",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1985","1985",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1986","1986",3.7,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1987","1987",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1988","1988",3.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1989","1989",3.7,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1990","1990",3.7,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1991","1991",3.7,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1992","1992",3.6,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1993","1993",3.6,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1994","1994",3.5,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1995","1995",3.6,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1996","1996",3.5,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1997","1997",3.4,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1998","1998",3.4,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1999","1999",3.4,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2000","2000",3.4,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2001","2001",3.3,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2002","2002",3.2,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2003","2003",3,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2004","2004",3,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2005","2005",2.8,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2006","2006",2.6,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2007","2007",2.6,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2008","2008",2.6,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2009","2009",2.5,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2010","2010",2.5,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2011","2011",2.5,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2012","2012",2.4,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2013","2013",2.4,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2014","2014",2.3,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2015","2015",2.2,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2016","2016",2.1,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2017","2017",2.1,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2018","2018",2.2,,
"EVIEFE65","Females at age 65","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","2019","2019",2.3,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1964","1964",1,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1965","1965",1,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1966","1966",1.1,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1967","1967",1.1,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1968","1968",1.1,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1969","1969",1.1,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1970","1970",1.2,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1971","1971",1.2,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1972","1972",1.3,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1973","1973",1.4,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1974","1974",1.5,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1975","1975",1.6,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1976","1976",1.6,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1977","1977",1.7,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1978","1978",1.6,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1979","1979",1.7,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1980","1980",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1981","1981",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1982","1982",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1983","1983",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1984","1984",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1985","1985",1.7,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1986","1986",1.7,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1987","1987",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1988","1988",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1989","1989",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1990","1990",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1991","1991",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1992","1992",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1993","1993",1.8,,
"EVIEFE80","Females at age 80","EVIFHOEV","Difference female-male (years)","NZL","New Zealand","1994","1994",1.8,,
