LOCATION,Country,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
KOR,South Korea,GDP,TOT,MLN_USD,A,2003,1057684.215,
KOR,South Korea,GDP,TOT,MLN_USD,A,2004,1142611.13,
KOR,South Korea,GDP,TOT,MLN_USD,A,2005,1213618.157,
KOR,South Korea,GDP,TOT,MLN_USD,A,2006,1301782.512,
KOR,South Korea,GDP,TOT,MLN_USD,A,2007,1414277.971,
KOR,South Korea,GDP,TOT,MLN_USD,A,2008,1468996.086,
KOR,South Korea,GDP,TOT,MLN_USD,A,2009,1456054.669,
KOR,South Korea,GDP,TOT,MLN_USD,A,2010,1573257.913,
KOR,South Korea,GDP,TOT,MLN_USD,A,2011,1625275.456,
KOR,South Korea,GDP,TOT,MLN_USD,A,2012,1684562.928,
KOR,South Korea,GDP,TOT,MLN_USD,A,2013,1726902.753,
KOR,South Korea,GDP,TOT,MLN_USD,A,2014,1792600.237,
KOR,South Korea,GDP,TOT,MLN_USD,A,2015,1933588.947,
KOR,South Korea,GDP,TOT,MLN_USD,A,2016,2026967.822,
KOR,South Korea,GDP,TOT,MLN_USD,A,2017,2103651.26,
KOR,South Korea,GDP,TOT,MLN_USD,A,2018,2192613.181,
KOR,South Korea,GDP,TOT,MLN_USD,A,2019,2209423.793,P
KOR,South Korea,GDP,TOT,MLN_USD,A,2020,2233001.065,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1970,1840.853,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1971,1985.757,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1972,2208.285,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1973,2522.923,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1974,2865.794,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1975,2925.476,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1976,3164.698,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1977,3414.097,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1978,3803.149,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1979,4215.288,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1980,4634.704,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1981,5045.298,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1982,5417.611,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1983,5798.086,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1984,6378.93,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1985,6764.373,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1986,7589.552,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1987,8084.478,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1988,9078.001,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1989,10358.227,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1990,11317.649,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1991,12711.787,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1992,13238.059,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1993,14120.965,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1994,14973.574,E
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1995,16182.056,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1996,17105.366,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1997,17967.424,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1998,18854.742,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,1999,21794.066,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2000,24155.879,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2001,24679.32,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2002,26222.382,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2003,27117.641,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2004,29344.122,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2005,31733.102,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2006,36831.649,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2007,40300.663,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2008,42362.964,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2009,40978.43,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2010,43438.662,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2011,47690.506,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2012,48646.452,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2013,51940.087,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2014,56353.755,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2015,59081.017,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2016,64406.168,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2017,66973.383,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2018,70914.212,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2019,74996.716,
LUX,Luxembourg,GDP,TOT,MLN_USD,A,2020,74835.804,
MEX,Mexico,GDP,TOT,MLN_USD,A,1970,94084.926,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1971,102974.812,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1972,116543.715,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1973,133269.164,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1974,154137.704,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1975,177869.691,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1976,195611.88,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1977,214916.786,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1978,249012.257,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1979,294359.145,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1980,347662.92,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1981,414024.133,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1982,436496.887,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1983,434107.959,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1984,465959.073,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1985,494020.548,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1986,485051.096,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1987,506267.938,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1988,530653.793,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1989,574609.029,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1990,626331.703,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1991,674852.365,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1992,715277.773,E
MEX,Mexico,GDP,TOT,MLN_USD,A,1993,758247.266,
MEX,Mexico,GDP,TOT,MLN_USD,A,1994,812704.341,
MEX,Mexico,GDP,TOT,MLN_USD,A,1995,777544.183,
MEX,Mexico,GDP,TOT,MLN_USD,A,1996,845410.685,
MEX,Mexico,GDP,TOT,MLN_USD,A,1997,918870.759,
MEX,Mexico,GDP,TOT,MLN_USD,A,1998,977196.837,
MEX,Mexico,GDP,TOT,MLN_USD,A,1999,1018601.794,
MEX,Mexico,GDP,TOT,MLN_USD,A,2000,1096780.846,
MEX,Mexico,GDP,TOT,MLN_USD,A,2001,1116305.245,
MEX,Mexico,GDP,TOT,MLN_USD,A,2002,1137595.967,
MEX,Mexico,GDP,TOT,MLN_USD,A,2003,1183622.677,
MEX,Mexico,GDP,TOT,MLN_USD,A,2004,1263142.485,
MEX,Mexico,GDP,TOT,MLN_USD,A,2005,1341775.456,
MEX,Mexico,GDP,TOT,MLN_USD,A,2006,1485209.624,
MEX,Mexico,GDP,TOT,MLN_USD,A,2007,1560053.895,
MEX,Mexico,GDP,TOT,MLN_USD,A,2008,1653898.19,
MEX,Mexico,GDP,TOT,MLN_USD,A,2009,1637276.794,
MEX,Mexico,GDP,TOT,MLN_USD,A,2010,1741129.429,
MEX,Mexico,GDP,TOT,MLN_USD,A,2011,1911319.096,
MEX,Mexico,GDP,TOT,MLN_USD,A,2012,2012767.781,
MEX,Mexico,GDP,TOT,MLN_USD,A,2013,2064490.947,
MEX,Mexico,GDP,TOT,MLN_USD,A,2014,2173227.412,
MEX,Mexico,GDP,TOT,MLN_USD,A,2015,2230188.94,
MEX,Mexico,GDP,TOT,MLN_USD,A,2016,2383253.082,
MEX,Mexico,GDP,TOT,MLN_USD,A,2017,2460766.096,
MEX,Mexico,GDP,TOT,MLN_USD,A,2018,2556350.973,P
MEX,Mexico,GDP,TOT,MLN_USD,A,2019,2608649.816,P
MEX,Mexico,GDP,TOT,MLN_USD,A,2020,2428201.151,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1969,52607.563,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1970,57451.877,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1971,62978.442,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1972,67347.664,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1973,75147.279,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1974,85395.555,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1975,93420.207,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1976,103280.265,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1977,111805.029,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1978,122458.397,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1979,135299.708,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1980,152317.305,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1981,165423.327,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1982,173464.239,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1983,183989.711,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1984,196463.943,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1985,207906.443,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1986,218004.455,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1987,227708.906,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1988,243853.563,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1989,264614.964,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1990,286003.926,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1991,302887.525,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1992,315075.312,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1993,326596.651,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1994,343448.035,E
NLD,Netherlands,GDP,TOT,MLN_USD,A,1995,361575.727,
NLD,Netherlands,GDP,TOT,MLN_USD,A,1996,379802.241,
NLD,Netherlands,GDP,TOT,MLN_USD,A,1997,406001.498,
NLD,Netherlands,GDP,TOT,MLN_USD,A,1998,435212.842,
NLD,Netherlands,GDP,TOT,MLN_USD,A,1999,462796.455,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2000,507779.885,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2001,532645.325,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2002,556285.465,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2003,553516.941,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2004,582563.82,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2005,614044.12,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2006,669518.848,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2007,718924.413,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2008,763407.575,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2009,737085.619,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2010,748993.689,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2011,777880.907,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2012,792041.828,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2013,827475.788,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2014,830318.43,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2015,851884.697,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2016,890488.555,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2017,943739.619,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2018,997729.784,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2019,1035058.851,
NLD,Netherlands,GDP,TOT,MLN_USD,A,2020,1034856.448,P
NZL,New Zealand,GDP,TOT,MLN_USD,A,1970,11056.692,E
NZL,New Zealand,GDP,TOT,MLN_USD,A,1971,12319.564,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1972,13729.266,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1973,15083.325,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1974,17203.204,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1975,19408.195,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1976,20369.938,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1977,20218.99,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1978,22656.76,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1979,24033.768,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1980,26535.021,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1981,29783.549,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1982,33214.093,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1983,36138.794,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1984,40034.179,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1985,41335.549,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1986,43451.73,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1987,44259.538,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1988,45948.52,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1989,48153.231,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1990,49504.4,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1991,50917.276,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1992,52664.59,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1993,56937.969,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1994,61699.297,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1995,65786.092,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1996,68906.83,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1997,72362.397,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1998,73785.519,
NZL,New Zealand,GDP,TOT,MLN_USD,A,1999,78923.926,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2000,82996.391,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2001,87298.681,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2002,92024.858,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2003,96497.421,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2004,102514.645,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2005,106147.849,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2006,116100.638,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2007,123992.448,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2008,127057.687,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2009,132091.564,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2010,135912.366,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2011,143362.869,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2012,145417.047,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2013,160992.629,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2014,168435.427,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2015,172758.809,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2016,188355.645,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2017,203544.585,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2018,215287.748,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2019,223650.279,
NZL,New Zealand,GDP,TOT,MLN_USD,A,2020,224989.374,E
NOR,Norway,GDP,TOT,MLN_USD,A,1970,13010.49,
NOR,Norway,GDP,TOT,MLN_USD,A,1971,14445.431,
NOR,Norway,GDP,TOT,MLN_USD,A,1972,15873.192,
NOR,Norway,GDP,TOT,MLN_USD,A,1973,17501.971,
NOR,Norway,GDP,TOT,MLN_USD,A,1974,19825.309,
NOR,Norway,GDP,TOT,MLN_USD,A,1975,22734.369,
NOR,Norway,GDP,TOT,MLN_USD,A,1976,25382.781,
NOR,Norway,GDP,TOT,MLN_USD,A,1977,28081.638,
NOR,Norway,GDP,TOT,MLN_USD,A,1978,31219.876,
NOR,Norway,GDP,TOT,MLN_USD,A,1979,35288.393,
NOR,Norway,GDP,TOT,MLN_USD,A,1980,40232.301,
NOR,Norway,GDP,TOT,MLN_USD,A,1981,44743.021,
NOR,Norway,GDP,TOT,MLN_USD,A,1982,47619.153,
NOR,Norway,GDP,TOT,MLN_USD,A,1983,51450.203,
NOR,Norway,GDP,TOT,MLN_USD,A,1984,56532.699,
NOR,Norway,GDP,TOT,MLN_USD,A,1985,61559.262,
NOR,Norway,GDP,TOT,MLN_USD,A,1986,65337.495,
NOR,Norway,GDP,TOT,MLN_USD,A,1987,68126.915,
NOR,Norway,GDP,TOT,MLN_USD,A,1988,70349.952,
NOR,Norway,GDP,TOT,MLN_USD,A,1989,73866.98,
NOR,Norway,GDP,TOT,MLN_USD,A,1990,78112.922,
NOR,Norway,GDP,TOT,MLN_USD,A,1991,83245.561,
NOR,Norway,GDP,TOT,MLN_USD,A,1992,88185.988,
NOR,Norway,GDP,TOT,MLN_USD,A,1993,92843.988,
NOR,Norway,GDP,TOT,MLN_USD,A,1994,99620.445,
NOR,Norway,GDP,TOT,MLN_USD,A,1995,105935.839,
NOR,Norway,GDP,TOT,MLN_USD,A,1996,117243.382,
NOR,Norway,GDP,TOT,MLN_USD,A,1997,125981.706,
NOR,Norway,GDP,TOT,MLN_USD,A,1998,124901.924,
NOR,Norway,GDP,TOT,MLN_USD,A,1999,136333.967,
NOR,Norway,GDP,TOT,MLN_USD,A,2000,165952.701,
NOR,Norway,GDP,TOT,MLN_USD,A,2001,170532.425,
NOR,Norway,GDP,TOT,MLN_USD,A,2002,172360.893,
NOR,Norway,GDP,TOT,MLN_USD,A,2003,175993.115,
NOR,Norway,GDP,TOT,MLN_USD,A,2004,195223.614,
NOR,Norway,GDP,TOT,MLN_USD,A,2005,220981.899,
NOR,Norway,GDP,TOT,MLN_USD,A,2006,252086.882,
NOR,Norway,GDP,TOT,MLN_USD,A,2007,263065.787,
NOR,Norway,GDP,TOT,MLN_USD,A,2008,294277.831,
NOR,Norway,GDP,TOT,MLN_USD,A,2009,267535.443,
NOR,Norway,GDP,TOT,MLN_USD,A,2010,283400.011,
NOR,Norway,GDP,TOT,MLN_USD,A,2011,307471.57,
NOR,Norway,GDP,TOT,MLN_USD,A,2012,327987.716,
NOR,Norway,GDP,TOT,MLN_USD,A,2013,340137.933,
NOR,Norway,GDP,TOT,MLN_USD,A,2014,338506.045,
NOR,Norway,GDP,TOT,MLN_USD,A,2015,313230.601,
NOR,Norway,GDP,TOT,MLN_USD,A,2016,308522.085,
NOR,Norway,GDP,TOT,MLN_USD,A,2017,337993.785,
NOR,Norway,GDP,TOT,MLN_USD,A,2018,370296.235,
NOR,Norway,GDP,TOT,MLN_USD,A,2019,365502.326,
NOR,Norway,GDP,TOT,MLN_USD,A,2020,340454.106,
POL,Poland,GDP,TOT,MLN_USD,A,1990,235410.575,E
POL,Poland,GDP,TOT,MLN_USD,A,1991,226297.65,E
POL,Poland,GDP,TOT,MLN_USD,A,1992,237275.803,E
POL,Poland,GDP,TOT,MLN_USD,A,1993,251977.802,E
POL,Poland,GDP,TOT,MLN_USD,A,1994,270979.951,E
POL,Poland,GDP,TOT,MLN_USD,A,1995,295895.086,
POL,Poland,GDP,TOT,MLN_USD,A,1996,318949.455,
POL,Poland,GDP,TOT,MLN_USD,A,1997,345277.245,
POL,Poland,GDP,TOT,MLN_USD,A,1998,366814.684,
POL,Poland,GDP,TOT,MLN_USD,A,1999,388183.91,
POL,Poland,GDP,TOT,MLN_USD,A,2000,408478.391,
POL,Poland,GDP,TOT,MLN_USD,A,2001,425491.684,
POL,Poland,GDP,TOT,MLN_USD,A,2002,451281.404,
POL,Poland,GDP,TOT,MLN_USD,A,2003,468991.594,
POL,Poland,GDP,TOT,MLN_USD,A,2004,509450.66,
POL,Poland,GDP,TOT,MLN_USD,A,2005,530377.339,
POL,Poland,GDP,TOT,MLN_USD,A,2006,577156.392,
POL,Poland,GDP,TOT,MLN_USD,A,2007,639756.006,
POL,Poland,GDP,TOT,MLN_USD,A,2008,697829.214,
POL,Poland,GDP,TOT,MLN_USD,A,2009,734574.626,
POL,Poland,GDP,TOT,MLN_USD,A,2010,802270.074,
POL,Poland,GDP,TOT,MLN_USD,A,2011,868896.689,
POL,Poland,GDP,TOT,MLN_USD,A,2012,903836.561,
POL,Poland,GDP,TOT,MLN_USD,A,2013,934552.984,
POL,Poland,GDP,TOT,MLN_USD,A,2014,968368.101,
POL,Poland,GDP,TOT,MLN_USD,A,2015,1020392.781,
POL,Poland,GDP,TOT,MLN_USD,A,2016,1075392.661,
POL,Poland,GDP,TOT,MLN_USD,A,2017,1141694.015,
POL,Poland,GDP,TOT,MLN_USD,A,2018,1214376.603,
POL,Poland,GDP,TOT,MLN_USD,A,2019,1299683.796,
POL,Poland,GDP,TOT,MLN_USD,A,2020,1304174.387,P
PRT,Portugal,GDP,TOT,MLN_USD,A,1970,18252.643,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1971,20449.706,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1972,23043.75,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1973,27029.009,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1974,29797.965,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1975,31142.534,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1976,35123.603,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1977,39396.061,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1978,43354.522,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1979,49599.039,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1980,56561.219,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1981,62914.965,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1982,68228.464,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1983,70778.074,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1984,71952.93,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1985,76312.321,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1986,81072.871,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1987,88378.889,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1988,98348.662,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1989,108786.871,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1990,117317.653,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1991,126583.032,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1992,130878.263,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1993,131241.573,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1994,135337.384,E
PRT,Portugal,GDP,TOT,MLN_USD,A,1995,144092.92,
PRT,Portugal,GDP,TOT,MLN_USD,A,1996,149801.613,
PRT,Portugal,GDP,TOT,MLN_USD,A,1997,159552.032,
PRT,Portugal,GDP,TOT,MLN_USD,A,1998,169536.921,
PRT,Portugal,GDP,TOT,MLN_USD,A,1999,181041.019,
PRT,Portugal,GDP,TOT,MLN_USD,A,2000,194323.464,
PRT,Portugal,GDP,TOT,MLN_USD,A,2001,202418.632,
PRT,Portugal,GDP,TOT,MLN_USD,A,2002,212108.896,
PRT,Portugal,GDP,TOT,MLN_USD,A,2003,217853.063,
PRT,Portugal,GDP,TOT,MLN_USD,A,2004,224984.02,
PRT,Portugal,GDP,TOT,MLN_USD,A,2005,238691.186,
PRT,Portugal,GDP,TOT,MLN_USD,A,2006,259371.294,
PRT,Portugal,GDP,TOT,MLN_USD,A,2007,270973.95,
PRT,Portugal,GDP,TOT,MLN_USD,A,2008,281542.549,
PRT,Portugal,GDP,TOT,MLN_USD,A,2009,279829.997,
PRT,Portugal,GDP,TOT,MLN_USD,A,2010,288463.417,
PRT,Portugal,GDP,TOT,MLN_USD,A,2011,282620.91,
PRT,Portugal,GDP,TOT,MLN_USD,A,2012,277991.759,
PRT,Portugal,GDP,TOT,MLN_USD,A,2013,292135.199,
PRT,Portugal,GDP,TOT,MLN_USD,A,2014,298951.673,
PRT,Portugal,GDP,TOT,MLN_USD,A,2015,307230.008,
PRT,Portugal,GDP,TOT,MLN_USD,A,2016,326364.379,
PRT,Portugal,GDP,TOT,MLN_USD,A,2017,340370.325,
PRT,Portugal,GDP,TOT,MLN_USD,A,2018,359232.261,
PRT,Portugal,GDP,TOT,MLN_USD,A,2019,379273.761,P
PRT,Portugal,GDP,TOT,MLN_USD,A,2020,355455.434,E
SVK,Slovakia,GDP,TOT,MLN_USD,A,1992,38047.186,E
SVK,Slovakia,GDP,TOT,MLN_USD,A,1993,39689.171,E
SVK,Slovakia,GDP,TOT,MLN_USD,A,1994,43052.201,E
SVK,Slovakia,GDP,TOT,MLN_USD,A,1995,46523.438,
SVK,Slovakia,GDP,TOT,MLN_USD,A,1996,50425.483,
SVK,Slovakia,GDP,TOT,MLN_USD,A,1997,54277.662,
SVK,Slovakia,GDP,TOT,MLN_USD,A,1998,57261.217,
SVK,Slovakia,GDP,TOT,MLN_USD,A,1999,57813.884,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2000,61331.765,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2001,66651.349,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2002,71578.565,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2003,76121.872,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2004,81732.325,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2005,89400.317,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2006,101490.226,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2007,113923.832,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2008,127626.827,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2009,124412.901,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2010,135914.51,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2011,140804.819,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2012,145826.897,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2013,151588.593,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2014,157123.984,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2015,162278.154,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2016,161074.014,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2017,163600.251,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2018,171600.747,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2019,177571.553,
SVK,Slovakia,GDP,TOT,MLN_USD,A,2020,173767.39,
ESP,Spain,GDP,TOT,MLN_USD,A,1970,94752.712,E
ESP,Spain,GDP,TOT,MLN_USD,A,1971,104184.703,E
ESP,Spain,GDP,TOT,MLN_USD,A,1972,117546.194,E
ESP,Spain,GDP,TOT,MLN_USD,A,1973,133644.3,E
ESP,Spain,GDP,TOT,MLN_USD,A,1974,153855.465,E
