Year,Country Code,Population
1993,PRI,3615497.0
1994,PRI,3649237.0
1995,PRI,3683103.0
1996,PRI,3724655.0
1997,PRI,3759430.0
1998,PRI,3781101.0
1999,PRI,3800081.0
2000,PRI,3810605.0
2001,PRI,3818774.0
2002,PRI,3823701.0
2003,PRI,3826095.0
2004,PRI,3826878.0
2005,PRI,3821362.0
2006,PRI,3805214.0
2007,PRI,3782995.0
2008,PRI,3760866.0
2009,PRI,3740410.0
2010,PRI,3721525.0
2011,PRI,3678732.0
2012,PRI,3634488.0
2013,PRI,3593077.0
2014,PRI,3534874.0
2015,PRI,3473232.0
2016,PRI,3406672.0
1964,PRK,12282417.0
1965,PRK,12547524.0
1966,PRK,12864947.0
1967,PRK,13222703.0
1968,PRK,13609976.0
1969,PRK,14010339.0
1970,PRK,14410391.0
1971,PRK,14809518.0
1972,PRK,15207765.0
1973,PRK,15593353.0
1974,PRK,15952077.0
1975,PRK,16274737.0
1976,PRK,16554744.0
1977,PRK,16796568.0
1978,PRK,17015984.0
1979,PRK,17235668.0
1980,PRK,17472144.0
1981,PRK,17731229.0
1982,PRK,18008568.0
1983,PRK,18298212.0
1984,PRK,18590142.0
1985,PRK,18877226.0
1986,PRK,19156791.0
1987,PRK,19431992.0
1988,PRK,19708316.0
1989,PRK,19993757.0
1990,PRK,20293057.0
1991,PRK,20609151.0
1992,PRK,20937407.0
1993,PRK,21265832.0
1994,PRK,21577979.0
1995,PRK,21862300.0
1996,PRK,22113428.0
1997,PRK,22335263.0
1998,PRK,22536754.0
1999,PRK,22731470.0
2000,PRK,22929078.0
2001,PRK,23132982.0
2002,PRK,23339453.0
2003,PRK,23542434.0
2004,PRK,23732740.0
2005,PRK,23904167.0
2006,PRK,24054866.0
2007,PRK,24188330.0
2008,PRK,24310143.0
2009,PRK,24428340.0
2010,PRK,24548840.0
2011,PRK,24673392.0
2012,PRK,24800638.0
2013,PRK,24929500.0
2014,PRK,25057793.0
2015,PRK,25183832.0
2016,PRK,25307665.0
1964,PRT,9035365.0
1965,PRT,8998595.0
1966,PRT,8930990.0
1967,PRT,8874520.0
1968,PRT,8836650.0
1969,PRT,8757705.0
1970,PRT,8680431.0
1971,PRT,8643756.0
1972,PRT,8630430.0
1973,PRT,8633100.0
1974,PRT,8754365.0
1975,PRT,9093470.0
1976,PRT,9355810.0
1977,PRT,9455675.0
1978,PRT,9558250.0
1979,PRT,9661265.0
1980,PRT,9766312.0
1981,PRT,9851362.0
1982,PRT,9911771.0
1983,PRT,9957865.0
1984,PRT,9996232.0
1985,PRT,10023613.0
1986,PRT,10032734.0
1987,PRT,10030031.0
1988,PRT,10019610.0
1989,PRT,10005000.0
1990,PRT,9983218.0
1991,PRT,9960235.0
1992,PRT,9952494.0
1993,PRT,9964675.0
1994,PRT,9991525.0
1995,PRT,10026176.0
1996,PRT,10063945.0
1997,PRT,10108977.0
1998,PRT,10160196.0
1999,PRT,10217828.0
2000,PRT,10289898.0
2001,PRT,10362722.0
2002,PRT,10419631.0
2003,PRT,10458821.0
2004,PRT,10483861.0
2005,PRT,10503330.0
2006,PRT,10522288.0
2007,PRT,10542964.0
2008,PRT,10558177.0
2009,PRT,10568247.0
2010,PRT,10573100.0
2011,PRT,10557560.0
2012,PRT,10514844.0
2013,PRT,10457295.0
2014,PRT,10401062.0
2015,PRT,10358076.0
2016,PRT,10325452.0
1964,PRY,2115573.0
1965,PRY,2172309.0
1966,PRY,2230733.0
1967,PRY,2290797.0
1968,PRY,2351926.0
1969,PRY,2413396.0
1970,PRY,2474757.0
1971,PRY,2535877.0
1972,PRY,2597149.0
1973,PRY,2659418.0
1974,PRY,2723816.0
1975,PRY,2791236.0
1976,PRY,2861868.0
1977,PRY,2935710.0
1978,PRY,3013281.0
1979,PRY,3095151.0
1980,PRY,3181627.0
1981,PRY,3272922.0
1982,PRY,3368763.0
1983,PRY,3468533.0
1984,PRY,3571275.0
1985,PRY,3676206.0
1986,PRY,3783074.0
1987,PRY,3891725.0
1988,PRY,4001678.0
1989,PRY,4112396.0
1990,PRY,4223413.0
1991,PRY,4334348.0
1992,PRY,4445019.0
1993,PRY,4555518.0
1994,PRY,4666096.0
1995,PRY,4776838.0
1996,PRY,4887638.0
1997,PRY,4998096.0
1998,PRY,5107840.0
1999,PRY,5216346.0
2000,PRY,5323202.0
2001,PRY,5428442.0
2002,PRY,5531958.0
2003,PRY,5632983.0
2004,PRY,5730556.0
2005,PRY,5824095.0
2006,PRY,5913212.0
2007,PRY,5998430.0
2008,PRY,6081296.0
2009,PRY,6163970.0
2010,PRY,6248017.0
2011,PRY,6333981.0
2012,PRY,6421510.0
2013,PRY,6510273.0
2014,PRY,6599524.0
2015,PRY,6688746.0
2016,PRY,6777878.0
1964,PSE,
1965,PSE,
1966,PSE,
1967,PSE,
1968,PSE,
1969,PSE,
1970,PSE,
1971,PSE,
1972,PSE,
1973,PSE,
1974,PSE,
1975,PSE,
1976,PSE,
1977,PSE,
1978,PSE,
1979,PSE,
1980,PSE,
1981,PSE,
1982,PSE,
1983,PSE,
1984,PSE,
1985,PSE,
1986,PSE,
1987,PSE,
1988,PSE,
1989,PSE,
1990,PSE,1978248.0
1991,PSE,2068845.0
1992,PSE,2163591.0
1993,PSE,2262676.0
1994,PSE,2366298.0
1995,PSE,2474666.0
1996,PSE,2587997.0
1997,PSE,2706518.0
1998,PSE,2776568.0
1999,PSE,2848431.0
2000,PSE,2922153.0
2001,PSE,2997784.0
2002,PSE,3075373.0
2003,PSE,3154969.0
2004,PSE,3236626.0
2005,PSE,3320396.0
2006,PSE,3406334.0
2007,PSE,3494496.0
2008,PSE,3591977.0
2009,PSE,3689099.0
2010,PSE,3786161.0
2011,PSE,3882986.0
2012,PSE,3979998.0
2013,PSE,4076708.0
2014,PSE,4173398.0
2015,PSE,4270092.0
2016,PSE,4367088.0
1964,PSS,984824.0
1965,PSS,1014633.0
1966,PSS,1043365.0
1967,PSS,1071166.0
1968,PSS,1098151.0
1969,PSS,1124577.0
1970,PSS,1150712.0
1971,PSS,1176559.0
1972,PSS,1202128.0
1973,PSS,1227653.0
1974,PSS,1253371.0
1975,PSS,1279519.0
1976,PSS,1306023.0
1977,PSS,1332876.0
1978,PSS,1360542.0
1979,PSS,1389594.0
1980,PSS,1420314.0
1981,PSS,1453209.0
1982,PSS,1487849.0
1983,PSS,1522650.0
1984,PSS,1555395.0
1985,PSS,1584644.0
1986,PSS,1609572.0
1987,PSS,1630869.0
1988,PSS,1650438.0
1989,PSS,1670962.0
1990,PSS,1694327.0
1991,PSS,1721236.0
1992,PSS,1750932.0
1993,PSS,1782085.0
1994,PSS,1812838.0
1995,PSS,1841674.0
1996,PSS,1868390.0
1997,PSS,1893438.0
1998,PSS,1917140.0
1999,PSS,1939956.0
2000,PSS,1962451.0
2001,PSS,1984469.0
2002,PSS,2006091.0
2003,PSS,2027859.0
2004,PSS,2050583.0
2005,PSS,2074776.0
2006,PSS,2100892.0
2007,PSS,2128647.0
2008,PSS,2157454.0
2009,PSS,2186314.0
2010,PSS,2214509.0
2011,PSS,2241808.0
2012,PSS,2268553.0
2013,PSS,2295450.0
2014,PSS,2323558.0
2015,PSS,2353578.0
2016,PSS,2385744.0
1964,PST,792263980.0
1965,PST,801098720.0
1966,PST,809363152.0
1967,PST,817179925.0
1968,PST,824733296.0
1969,PST,832280859.0
1970,PST,839822017.0
1971,PST,849163924.0
1972,PST,857079422.0
1973,PST,864609745.0
1974,PST,871928836.0
1975,PST,878890622.0
1976,PST,885145869.0
1977,PST,891251760.0
1978,PST,897391855.0
1979,PST,903788370.0
1980,PST,909890607.0
1981,PST,915971623.0
1982,PST,921511883.0
1983,PST,926614804.0
1984,PST,931410415.0
1985,PST,936241263.0
1986,PST,941376248.0
1987,PST,946671291.0
1988,PST,952173528.0
1989,PST,958081653.0
1990,PST,964173901.0
1991,PST,970997793.0
1992,PST,977878861.0
1993,PST,984374928.0
1994,PST,990074277.0
1995,PST,995310615.0
1996,PST,1000603716.0
1997,PST,1005700198.0
1998,PST,1010590857.0
1999,PST,1015421531.0
2000,PST,1020504874.0
2001,PST,1025401797.0
2002,PST,1030561691.0
2003,PST,1035711715.0
2004,PST,1041075191.0
2005,PST,1046366703.0
2006,PST,1052054839.0
2007,PST,1057981930.0
2008,PST,1064394135.0
2009,PST,1069878419.0
2010,PST,1074870583.0
2011,PST,1077841980.0
2012,PST,1082374116.0
2013,PST,1087130325.0
2014,PST,1092088238.0
2015,PST,1096977604.0
2016,PST,1101866343.0
1964,PYF,90132.0
1965,PYF,93442.0
1966,PYF,96719.0
1967,PYF,99990.0
1968,PYF,103329.0
1969,PYF,106814.0
1970,PYF,110490.0
1971,PYF,114385.0
1972,PYF,118438.0
1973,PYF,122641.0
1974,PYF,126919.0
1975,PYF,131229.0
1976,PYF,135559.0
1977,PYF,139893.0
1978,PYF,144273.0
1979,PYF,148734.0
1980,PYF,153298.0
1981,PYF,157954.0
1982,PYF,162679.0
1983,PYF,167456.0
1984,PYF,172249.0
1985,PYF,177024.0
1986,PYF,181807.0
1987,PYF,186588.0
1988,PYF,191260.0
1989,PYF,195728.0
1990,PYF,199906.0
1991,PYF,203716.0
1992,PYF,207238.0
1993,PYF,210644.0
1994,PYF,214196.0
1995,PYF,218064.0
1996,PYF,222323.0
1997,PYF,226854.0
1998,PYF,231562.0
1999,PYF,236217.0
2000,PYF,240681.0
2001,PYF,244929.0
2002,PYF,248976.0
2003,PYF,252707.0
2004,PYF,255995.0
2005,PYF,258780.0
2006,PYF,261007.0
2007,PYF,262717.0
2008,PYF,264064.0
2009,PYF,265256.0
2010,PYF,266449.0
2011,PYF,267702.0
2012,PYF,268995.0
2013,PYF,270332.0
2014,PYF,271713.0
2015,PYF,273119.0
2016,PYF,274576.0
1964,QAT,67562.0
1965,QAT,73631.0
1966,QAT,79850.0
1967,QAT,86298.0
1968,QAT,93206.0
1969,QAT,100880.0
1970,QAT,109521.0
1971,QAT,119413.0
1972,QAT,130505.0
1973,QAT,142181.0
1974,QAT,153624.0
1975,QAT,164314.0
1976,QAT,173716.0
1977,QAT,182319.0
1978,QAT,191947.0
1979,QAT,205172.0
1980,QAT,223622.0
1981,QAT,247984.0
1982,QAT,277229.0
1983,QAT,309299.0
1984,QAT,341272.0
1985,QAT,370886.0
1986,QAT,397739.0
1987,QAT,422154.0
1988,QAT,443611.0
1989,QAT,461688.0
1990,QAT,476275.0
1991,QAT,487354.0
1992,QAT,495403.0
1993,QAT,501479.0
1994,QAT,507044.0
1995,QAT,513447.0
1996,QAT,522531.0
1997,QAT,535320.0
1998,QAT,551566.0
1999,QAT,570486.0
2000,QAT,592467.0
2001,QAT,615013.0
2002,QAT,640872.0
2003,QAT,681791.0
2004,QAT,753332.0
2005,QAT,865410.0
2006,QAT,1022704.0
2007,QAT,1218441.0
2008,QAT,1436670.0
2009,QAT,1654944.0
2010,QAT,1856329.0
2011,QAT,2035862.0
2012,QAT,2196078.0
2013,QAT,2336579.0
2014,QAT,2459202.0
2015,QAT,2565708.0
2016,QAT,2654379.0
1964,ROU,18919126.0
1965,ROU,19031576.0
1966,ROU,19215450.0
1967,ROU,19534242.0
1968,ROU,19799831.0
1969,ROU,20009141.0
1970,ROU,20250398.0
1971,ROU,20461567.0
1972,ROU,20657957.0
1973,ROU,20835681.0
1974,ROU,21029429.0
1975,ROU,21293583.0
1976,ROU,21551634.0
1977,ROU,21756096.0
1978,ROU,21951464.0
1979,ROU,22090488.0
1980,ROU,22207282.0
1981,ROU,22353070.0
1982,ROU,22475741.0
1983,ROU,22560478.0
1984,ROU,22640547.0
1985,ROU,22732999.0
1986,ROU,22836841.0
1987,ROU,22949430.0
1988,ROU,23057662.0
1989,ROU,23161458.0
1990,ROU,23201835.0
1991,ROU,23001155.0
1992,ROU,22794284.0
1993,ROU,22763280.0
1994,ROU,22730211.0
1995,ROU,22684270.0
1996,ROU,22619004.0
1997,ROU,22553978.0
1998,ROU,22507344.0
1999,ROU,22472040.0
2000,ROU,22442971.0
2001,ROU,22131970.0
2002,ROU,21730496.0
2003,ROU,21574326.0
2004,ROU,21451748.0
2005,ROU,21319685.0
2006,ROU,21193760.0
2007,ROU,20882982.0
2008,ROU,20537875.0
2009,ROU,20367487.0
2010,ROU,20246871.0
2011,ROU,20147528.0
2012,ROU,20058035.0
2013,ROU,19983693.0
2014,ROU,19908979.0
2015,ROU,19815616.0
2016,ROU,19702267.0
1964,RUS,125345000.0
1965,RUS,126745000.0
1966,RUS,127468000.0
1967,RUS,128196000.0
1968,RUS,128928000.0
1969,RUS,129664000.0
1970,RUS,130404000.0
1971,RUS,131155000.0
1972,RUS,131909000.0
1973,RUS,132669000.0
1974,RUS,133432000.0
1975,RUS,134200000.0
1976,RUS,135147000.0
1977,RUS,136100000.0
1978,RUS,137060000.0
1979,RUS,138027000.0
1980,RUS,139010000.0
1981,RUS,139941000.0
1982,RUS,140823000.0
1983,RUS,141668000.0
1984,RUS,142745000.0
1985,RUS,143858000.0
1986,RUS,144894000.0
1987,RUS,145908000.0
1988,RUS,146857000.0
1989,RUS,147721000.0
1990,RUS,147969407.0
1991,RUS,148394216.0
1992,RUS,148538197.0
1993,RUS,148458777.0
1994,RUS,148407912.0
1995,RUS,148375787.0
1996,RUS,148160129.0
1997,RUS,147915361.0
1998,RUS,147670784.0
1999,RUS,147214776.0
2000,RUS,146596869.0
2001,RUS,145976482.0
2002,RUS,145306497.0
2003,RUS,144648618.0
2004,RUS,144067316.0
2005,RUS,143518814.0
2006,RUS,143049637.0
2007,RUS,142805114.0
2008,RUS,142742366.0
2009,RUS,142785349.0
2010,RUS,142849468.0
2011,RUS,142960908.0
2012,RUS,143201721.0
2013,RUS,143506995.0
2014,RUS,143819667.0
2015,RUS,144096870.0
2016,RUS,144342397.0
1964,RWA,3164258.0
1965,RWA,3235536.0
1966,RWA,3321674.0
1967,RWA,3420897.0
1968,RWA,3529839.0
1969,RWA,3643237.0
1970,RWA,3757351.0
1971,RWA,3871428.0
1972,RWA,3987223.0
1973,RWA,4106411.0
1974,RWA,4231579.0
1975,RWA,4364709.0
1976,RWA,4506109.0
1977,RWA,4655386.0
1978,RWA,4812872.0
1979,RWA,4978812.0
1980,RWA,5153314.0
1981,RWA,5329250.0
1982,RWA,5504847.0
1983,RWA,5690989.0
1984,RWA,5902847.0
1985,RWA,6146884.0
1986,RWA,6443748.0
1987,RWA,6779981.0
1988,RWA,7088194.0
1989,RWA,7276983.0
1990,RWA,7288883.0
1991,RWA,7083928.0
1992,RWA,6702239.0
1993,RWA,6263758.0
1994,RWA,5936253.0
1995,RWA,5836490.0
1996,RWA,6013112.0
1997,RWA,6419898.0
1998,RWA,6962800.0
1999,RWA,7501238.0
2000,RWA,7933688.0
2001,RWA,8231150.0
2002,RWA,8427061.0
2003,RWA,8557160.0
2004,RWA,8680516.0
2005,RWA,8840220.0
2006,RWA,9043342.0
2007,RWA,9273759.0
2008,RWA,9524532.0
2009,RWA,9782770.0
2010,RWA,10039338.0
2011,RWA,10293333.0
2012,RWA,10549668.0
2013,RWA,10811538.0
2014,RWA,11083629.0
2015,RWA,11369066.0
2016,RWA,11668829.0
1964,SAS,623943328.0
1965,SAS,637823175.0
1966,SAS,652144171.0
1967,SAS,666908586.0
1968,SAS,682102192.0
1969,SAS,697706091.0
1970,SAS,713711358.0
1971,SAS,730107660.0
1972,SAS,746911710.0
1973,SAS,764174968.0
1974,SAS,781966557.0
1975,SAS,800335570.0
1976,SAS,819292532.0
1977,SAS,838819900.0
1978,SAS,858901743.0
1979,SAS,879510842.0
1980,SAS,900620583.0
1981,SAS,922226632.0
1982,SAS,944315173.0
1983,SAS,966836458.0
1984,SAS,989728262.0
1985,SAS,1012942302.0
1986,SAS,1036437878.0
1987,SAS,1060208544.0
1988,SAS,1084281159.0
1989,SAS,1108702366.0
1990,SAS,1133495194.0
1991,SAS,1158655616.0
1992,SAS,1184133340.0
1993,SAS,1209847774.0
1994,SAS,1235693864.0
1995,SAS,1261587780.0
1996,SAS,1287476203.0
1997,SAS,1313346375.0
1998,SAS,1339202700.0
1999,SAS,1365067953.0
2000,SAS,1390946065.0
2001,SAS,1416822995.0
2002,SAS,1442644044.0
2003,SAS,1468324423.0
2004,SAS,1493757846.0
2005,SAS,1518861546.0
2006,SAS,1543610686.0
2007,SAS,1568003175.0
2008,SAS,1592010815.0
2009,SAS,1615610187.0
2010,SAS,1638792927.0
2011,SAS,1661532158.0
2012,SAS,1683740452.0
2013,SAS,1705761545.0
2014,SAS,1727632022.0
2015,SAS,1749417067.0
2016,SAS,1771187426.0
1964,SAU,4677304.0
1965,SAU,4843632.0
1966,SAU,5015353.0
1967,SAU,5195124.0
1968,SAU,5387822.0
1969,SAU,5599909.0
1970,SAU,5836388.0
1971,SAU,6100631.0
1972,SAU,6392973.0
1973,SAU,6711922.0
1974,SAU,7054532.0
1975,SAU,7419486.0
1976,SAU,7802928.0
1977,SAU,8207695.0
1978,SAU,8646845.0
1979,SAU,9137928.0
1980,SAU,9691471.0
1981,SAU,10311771.0
1982,SAU,10988851.0
1983,SAU,11701132.0
1984,SAU,12418836.0
1985,SAU,13118998.0
1986,SAU,13794167.0
1987,SAU,14445663.0
1988,SAU,15070082.0
1989,SAU,15666289.0
1990,SAU,16233786.0
1991,SAU,16772695.0
1992,SAU,17282686.0
1993,SAU,17763297.0
1994,SAU,18214475.0
1995,SAU,18638790.0
1996,SAU,19033843.0
1997,SAU,19407138.0
1998,SAU,19783301.0
1999,SAU,20194531.0
2000,SAU,20663840.0
2001,SAU,21202646.0
2002,SAU,21805322.0
2003,SAU,22456645.0
2004,SAU,23132686.0
2005,SAU,23816175.0
2006,SAU,24498313.0
2007,SAU,25184589.0
2008,SAU,25888535.0
2009,SAU,26630303.0
2010,SAU,27421468.0
2011,SAU,28267591.0
2012,SAU,29154906.0
2013,SAU,30052058.0
2014,SAU,30916603.0
2015,SAU,31717676.0
2016,SAU,32443443.0
1964,SDN,8503989.0
1965,SDN,8770094.0
1966,SDN,9047803.0
1967,SDN,9337662.0
1968,SDN,9639846.0
1969,SDN,9954411.0
1970,SDN,10281695.0
1971,SDN,10621471.0
1972,SDN,10974626.0
1973,SDN,11343923.0
1974,SDN,11732957.0
1975,SDN,12144128.0
1976,SDN,12578398.0
1977,SDN,13034631.0
1978,SDN,13510429.0
1979,SDN,14002302.0
1980,SDN,14507466.0
1981,SDN,15027254.0
1982,SDN,15562129.0
1983,SDN,16107613.0
1984,SDN,16657956.0
1985,SDN,17210182.0
1986,SDN,17757494.0
1987,SDN,18303430.0
1988,SDN,18867559.0
1989,SDN,19476653.0
1990,SDN,20147592.0
1991,SDN,20891442.0
1992,SDN,21696240.0
1993,SDN,22527837.0
1994,SDN,23338465.0
1995,SDN,24094741.0
1996,SDN,24782384.0
1997,SDN,25413912.0
1998,SDN,26015518.0
1999,SDN,26626512.0
2000,SDN,27275019.0
2001,SDN,27971077.0
2002,SDN,28704786.0
2003,SDN,29460517.0
2004,SDN,30214189.0
2005,SDN,30949514.0
2006,SDN,31661824.0
2007,SDN,32360619.0
2008,SDN,33060844.0
2009,SDN,33783779.0
2010,SDN,34545014.0
2011,SDN,35349676.0
2012,SDN,36193781.0
2013,SDN,37072555.0
2014,SDN,37977657.0
2015,SDN,38902948.0
2016,SDN,39847433.0
1964,SEN,3580241.0
1965,SEN,3682879.0
1966,SEN,3789381.0
1967,SEN,3899648.0
1968,SEN,4014107.0
1969,SEN,4133324.0
1970,SEN,4257508.0
1971,SEN,4387532.0
1972,SEN,4522886.0
1973,SEN,4660726.0
1974,SEN,4797188.0
1975,SEN,4929846.0
1976,SEN,5057375.0
1977,SEN,5181505.0
1978,SEN,5306685.0
1979,SEN,5439069.0
1980,SEN,5583157.0
1981,SEN,5740441.0
1982,SEN,5909734.0
1983,SEN,6089567.0
1984,SEN,6277420.0
1985,SEN,6471329.0
1986,SEN,6670665.0
1987,SEN,6875746.0
1988,SEN,7086624.0
1989,SEN,7303511.0
1990,SEN,7526306.0
1991,SEN,7755503.0
1992,SEN,7990090.0
1993,SEN,8226749.0
1994,SEN,8461066.0
1995,SEN,8690155.0
1996,SEN,8912872.0
1997,SEN,9130876.0
1998,SEN,9347777.0
1999,SEN,9568717.0
2000,SEN,9797731.0
2001,SEN,10036102.0
2002,SEN,10283694.0
2003,SEN,10541470.0
2004,SEN,10810086.0
2005,SEN,11090123.0
2006,SEN,11382272.0
2007,SEN,11687078.0
2008,SEN,12004700.0
2009,SEN,12335092.0
2010,SEN,12678143.0
2011,SEN,13033814.0
2012,SEN,13401990.0
2013,SEN,13782429.0
2014,SEN,14174740.0
2015,SEN,14578450.0
2016,SEN,14993514.0
1964,SGP,1841600.0
1965,SGP,1886900.0
1966,SGP,1934400.0
1967,SGP,1977600.0
1968,SGP,2012000.0
1969,SGP,2042500.0
1970,SGP,2074507.0
1971,SGP,2112900.0
1972,SGP,2152400.0
1973,SGP,2193000.0
1974,SGP,2229800.0
1975,SGP,2262600.0
1976,SGP,2293300.0
1977,SGP,2325300.0
1978,SGP,2353600.0
1979,SGP,2383500.0
1980,SGP,2413945.0
1981,SGP,2532835.0
1982,SGP,2646466.0
1983,SGP,2681061.0
1984,SGP,2732221.0
1985,SGP,2735957.0
1986,SGP,2733373.0
1987,SGP,2774789.0
1988,SGP,2846108.0
1989,SGP,2930901.0
1990,SGP,3047132.0
1991,SGP,3135083.0
1992,SGP,3230698.0
1993,SGP,3313471.0
1994,SGP,3419048.0
1995,SGP,3524506.0
1996,SGP,3670704.0
1997,SGP,3796038.0
1998,SGP,3927213.0
1999,SGP,3958723.0
2000,SGP,4027887.0
2001,SGP,4138012.0
2002,SGP,4175950.0
2003,SGP,4114826.0
2004,SGP,4166664.0
2005,SGP,4265762.0
2006,SGP,4401365.0
2007,SGP,4588599.0
2008,SGP,4839396.0
2009,SGP,4987573.0
2010,SGP,5076732.0
2011,SGP,5183688.0
2012,SGP,5312437.0
2013,SGP,5399162.0
2014,SGP,5469724.0
2015,SGP,5535002.0
2016,SGP,5607283.0
1964,SLB,132766.0
1965,SLB,136815.0
1966,SLB,140995.0
1967,SLB,145319.0
1968,SLB,149887.0
1969,SLB,154830.0
1970,SLB,160240.0
1971,SLB,166163.0
1972,SLB,172550.0
1973,SLB,179306.0
1974,SLB,186297.0
1975,SLB,193401.0
1976,SLB,200602.0
1977,SLB,207885.0
1978,SLB,215299.0
1979,SLB,222841.0
1980,SLB,230550.0
1981,SLB,238423.0
1982,SLB,246451.0
1983,SLB,254566.0
1984,SLB,262691.0
1985,SLB,270787.0
1986,SLB,278834.0
1987,SLB,286871.0
1988,SLB,294976.0
1989,SLB,303272.0
1990,SLB,311869.0
1991,SLB,320781.0
1992,SLB,330004.0
1993,SLB,339501.0
1994,SLB,349273.0
1995,SLB,359276.0
1996,SLB,369517.0
1997,SLB,379998.0
1998,SLB,390702.0
1999,SLB,401592.0
2000,SLB,412665.0
2001,SLB,423949.0
2002,SLB,435434.0
2003,SLB,447016.0
2004,SLB,458549.0
2005,SLB,469918.0
2006,SLB,481086.0
2007,SLB,492133.0
2008,SLB,503366.0
2009,SLB,515182.0
2010,SLB,527861.0
2011,SLB,541522.0
2012,SLB,556066.0
2013,SLB,571329.0
2014,SLB,587079.0
2015,SLB,603133.0
2016,SLB,619438.0
1964,SLE,2466671.0
1965,SLE,2508226.0
1966,SLE,2551580.0
1967,SLE,2596798.0
1968,SLE,2644011.0
1969,SLE,2693344.0
1970,SLE,2744890.0
1971,SLE,2798727.0
1972,SLE,2854866.0
1973,SLE,2913347.0
1974,SLE,2974105.0
1975,SLE,3037158.0
1976,SLE,3102595.0
1977,SLE,3170503.0
1978,SLE,3240841.0
1979,SLE,3313506.0
1980,SLE,3388494.0
1981,SLE,3464113.0
1982,SLE,3540164.0
1983,SLE,3619854.0
1984,SLE,3707513.0
1985,SLE,3805304.0
1986,SLE,3916685.0
1987,SLE,4038154.0
1988,SLE,4156636.0
1989,SLE,4254434.0
1990,SLE,4319763.0
1991,SLE,4348663.0
1992,SLE,4347727.0
1993,SLE,4328965.0
1994,SLE,4309780.0
1995,SLE,4303953.0
1996,SLE,4312660.0
1997,SLE,4335295.0
1998,SLE,4381484.0
1999,SLE,4462374.0
2000,SLE,4584570.0
2001,SLE,4754069.0
2002,SLE,4965770.0
2003,SLE,5201074.0
2004,SLE,5433995.0
2005,SLE,5645629.0
2006,SLE,5829240.0
2007,SLE,5989641.0
2008,SLE,6133599.0
2009,SLE,6272735.0
2010,SLE,6415636.0
2011,SLE,6563238.0
2012,SLE,6712586.0
2013,SLE,6863975.0
2014,SLE,7017153.0
2015,SLE,7171909.0
2016,SLE,7328846.0
1964,SLV,3109571.0
1965,SLV,3201310.0
1966,SLV,3293954.0
1967,SLV,3387384.0
1968,SLV,3481624.0
1969,SLV,3576834.0
1970,SLV,3673066.0
1971,SLV,3770060.0
1972,SLV,3867310.0
1973,SLV,3964273.0
1974,SLV,4060255.0
1975,SLV,4154689.0
1976,SLV,4247508.0
1977,SLV,4338451.0
1978,SLV,4426679.0
1979,SLV,4511127.0
1980,SLV,4591135.0
1981,SLV,4666361.0
1982,SLV,4737256.0
1983,SLV,4804936.0
1984,SLV,4871041.0
1985,SLV,4936803.0
1986,SLV,5002339.0
1987,SLV,5067531.0
1988,SLV,5133273.0
1989,SLV,5200608.0
1990,SLV,5270074.0
1991,SLV,5342190.0
1992,SLV,5416327.0
1993,SLV,5490478.0
1994,SLV,5561916.0
1995,SLV,5628602.0
1996,SLV,5689943.0
1997,SLV,5746288.0
1998,SLV,5797764.0
1999,SLV,5844834.0
2000,SLV,5887930.0
2001,SLV,5927001.0
2002,SLV,5962139.0
2003,SLV,5994075.0
2004,SLV,6023801.0
2005,SLV,6052124.0
2006,SLV,6079395.0
2007,SLV,6105810.0
2008,SLV,6131767.0
2009,SLV,6157678.0
2010,SLV,6183877.0
2011,SLV,6210567.0
2012,SLV,6237922.0
2013,SLV,6266076.0
2014,SLV,6295124.0
2015,SLV,6325121.0
2016,SLV,6356137.0
1964,SMR,17101.0
1965,SMR,17508.0
1966,SMR,17919.0
1967,SMR,18309.0
1968,SMR,18668.0
1969,SMR,18980.0
1970,SMR,19224.0
1971,SMR,19393.0
1972,SMR,19490.0
1973,SMR,19561.0
1974,SMR,19661.0
1975,SMR,19829.0
1976,SMR,20086.0
1977,SMR,20397.0
1978,SMR,20764.0
1979,SMR,21122.0
1980,SMR,21453.0
1981,SMR,21761.0
1982,SMR,22043.0
1983,SMR,22295.0
1984,SMR,22546.0
1985,SMR,22794.0
1986,SMR,23046.0
1987,SMR,23297.0
1988,SMR,23548.0
1989,SMR,23833.0
1990,SMR,24124.0
1991,SMR,24454.0
1992,SMR,24830.0
1993,SMR,25208.0
1994,SMR,25588.0
1995,SMR,25925.0
1996,SMR,26253.0
1997,SMR,26563.0
1998,SMR,26851.0
1999,SMR,27141.0
2000,SMR,27460.0
2001,SMR,27818.0
2002,SMR,28175.0
2003,SMR,28561.0
2004,SMR,28942.0
2005,SMR,29324.0
2006,SMR,29694.0
2007,SMR,30068.0
2008,SMR,30434.0
2009,SMR,30825.0
2010,SMR,31221.0
2011,SMR,31655.0
2012,SMR,32103.0
2013,SMR,32554.0
2014,SMR,32941.0
2015,SMR,33270.0
2016,SMR,33503.0
1964,SOM,3001160.0
1965,SOM,3068465.0
1966,SOM,3143654.0
1967,SOM,3227835.0
1968,SOM,3312735.0
1969,SOM,3386736.0
1970,SOM,3444569.0
1971,SOM,3472357.0
1972,SOM,3479792.0
1973,SOM,3512626.0
1974,SOM,3632986.0
1975,SOM,3880285.0
1976,SOM,4278974.0
1977,SOM,4802134.0
1978,SOM,5375018.0
1979,SOM,5892763.0
1980,SOM,6281138.0
